shipment_id,supplier_id,product_id,store_id,shipment_date,quantity
2341,27,4826,22,2024-06-07,208
2342,433,55,80,2025-10-26,73
2343,319,2666,99,2024-08-12,368
2344,41,4533,30,2025-04-10,282
2345,162,1963,62,2024-12-13,374
2346,239,2128,60,2025-02-24,843
2347,401,434,90,2024-06-01,626
2348,226,3263,8,2024-10-29,282
2349,341,4776,74,2025-06-19,62
2350,89,2749,35,2024-05-30,472
2351,96,1577,82,2024-12-28,161
2352,357,1354,78,2025-07-06,621
2353,497,1283,30,2025-07-02,976
2354,172,4496,50,2024-12-13,119
2355,135,1435,68,2024-06-12,738
2356,56,2991,11,2024-05-02,359
2357,77,1838,65,2025-02-28,986
2358,16,1362,94,2024-12-28,57
2359,61,1604,25,2024-12-15,923
2360,79,1929,83,2024-08-09,780
2361,295,3041,71,2025-07-03,384
2362,75,1129,32,2024-09-12,444
2363,13,4897,32,2024-02-23,896
2364,252,4070,37,2025-11-29,379
2365,498,1536,13,2024-09-25,121
2366,86,1391,22,2025-05-01,526
2367,385,2620,14,2024-10-24,254
2368,35,2024,51,2024-12-28,646
2369,172,357,27,2025-05-10,197
2370,301,4943,48,2024-12-21,234
2371,126,3410,34,2025-07-08,56
2372,205,1401,76,2024-07-17,993
2373,160,4828,23,2024-04-27,937
2374,317,4979,16,2025-02-08,379
2375,398,722,54,2024-07-27,435
2376,149,3659,30,2025-09-06,760
2377,62,2206,36,2024-10-06,129
2378,177,3733,71,2024-09-17,329
2379,182,584,79,2025-06-01,529
2380,332,854,41,2024-03-26,750
2381,437,3312,37,2025-05-09,902
2382,425,1480,35,2024-02-01,309
2383,252,4257,13,2025-04-18,721
2384,187,356,20,2025-05-25,96
2385,337,4089,68,2024-02-15,123
2386,264,3774,30,2025-06-08,318
2387,130,2595,15,2025-10-03,853
2388,258,2375,58,2024-07-06,358
2389,478,2802,16,2024-12-05,847
2390,402,803,59,2024-07-18,142
2391,307,1912,5,2024-10-19,888
2392,86,1041,3,2024-03-13,511
2393,383,1095,47,2025-09-22,243
2394,125,1679,26,2025-08-05,521
2395,301,183,82,2024-11-14,486
2396,54,3579,6,2025-08-28,407
2397,148,1018,97,2025-06-02,225
2398,91,1240,30,2025-12-02,796
2399,137,2224,70,2025-03-04,289
2400,110,743,58,2024-07-29,66
2401,164,868,83,2025-05-10,526
2402,274,3756,68,2025-05-31,834
2403,499,3685,70,2024-05-27,205
2404,458,2938,47,2025-08-07,460
2405,298,4013,32,2025-08-26,219
2406,206,3299,95,2024-05-26,758
2407,443,1821,15,2025-09-19,555
2408,31,2337,45,2025-06-11,840
2409,482,3694,64,2025-04-08,767
2410,156,1910,32,2024-08-26,266
2411,354,1248,84,2025-08-12,250
2412,204,810,95,2025-07-13,880
2413,51,1384,61,2025-09-24,378
2414,366,689,53,2024-05-11,772
2415,71,2309,99,2025-05-26,912
2416,383,4500,50,2024-02-28,78
2417,430,117,90,2024-05-10,420
2418,476,2505,13,2024-09-18,509
2419,212,65,83,2024-06-30,230
2420,424,488,1,2024-11-03,732
2421,69,4324,70,2025-07-26,825
2422,296,1757,62,2025-07-08,703
2423,337,2619,52,2025-01-18,923
2424,134,3130,12,2024-08-06,469
2425,219,686,83,2025-03-13,699
2426,243,336,50,2025-05-03,361
2427,149,4720,71,2024-11-21,300
2428,146,112,50,2025-08-03,751
2429,80,3542,2,2025-10-25,158
2430,352,934,78,2025-12-06,205
2431,14,4033,89,2025-06-30,769
2432,475,170,75,2024-07-22,243
2433,419,1083,81,2025-09-01,650
2434,297,3790,10,2025-05-14,266
2435,323,2438,18,2025-11-02,265
2436,286,4522,18,2024-02-07,297
2437,208,16,21,2025-06-06,575
2438,86,4375,98,2025-04-02,452
2439,318,1116,72,2025-01-14,890
2440,254,4154,29,2025-05-02,127
2441,115,249,77,2025-05-11,882
2442,267,949,82,2025-08-02,547
2443,211,82,73,2024-09-21,952
2444,273,3427,71,2024-02-15,302
2445,400,2392,87,2025-04-15,149
2446,429,815,75,2025-12-04,408
2447,65,423,96,2024-03-14,397
2448,246,1022,10,2025-03-03,618
2449,307,238,36,2024-10-27,880
2450,157,4931,96,2025-12-23,355
2451,33,3551,5,2024-02-14,853
2452,215,4051,12,2024-11-14,568
2453,466,1998,45,2025-05-29,353
2454,325,4884,91,2025-12-19,349
2455,347,2453,51,2024-09-26,145
2456,324,2219,64,2025-09-27,839
2457,313,768,58,2025-08-21,812
2458,295,3080,61,2024-07-19,632
2459,240,2638,30,2024-02-08,441
2460,341,1230,86,2024-03-18,259
2461,377,1953,1,2024-08-10,312
2462,98,4823,18,2025-12-20,684
2463,493,486,78,2025-11-24,528
2464,157,4174,98,2024-11-27,941
2465,62,4011,79,2024-05-16,684
2466,489,217,12,2025-09-29,244
2467,16,4333,23,2024-02-28,915
2468,328,3309,5,2025-07-08,675
2469,379,2024,67,2024-06-20,182
2470,438,2111,70,2025-02-17,961
2471,372,3031,35,2024-10-31,905
2472,180,2135,64,2025-02-20,712
2473,253,2811,86,2025-03-21,739
2474,222,58,60,2024-01-05,363
2475,308,3551,22,2025-08-07,719
2476,35,1742,44,2025-08-20,258
2477,136,1421,27,2025-06-19,339
2478,363,3982,94,2025-09-03,766
2479,259,4443,31,2024-08-24,748
2480,72,2113,96,2024-08-20,776
2481,176,4593,100,2024-09-11,532
2482,152,382,94,2024-10-13,213
2483,202,637,32,2025-06-11,734
2484,338,931,18,2025-11-15,298
2485,236,1618,51,2025-05-21,311
2486,258,4859,31,2024-12-23,103
2487,331,1764,12,2024-01-06,521
2488,207,1636,30,2024-10-27,485
2489,426,1763,60,2025-02-14,893
2490,2,4517,16,2025-11-17,241
2491,13,2261,83,2025-11-11,748
2492,488,1961,97,2025-04-21,147
2493,206,2254,70,2025-10-30,727
2494,65,3047,19,2024-03-30,245
2495,333,796,24,2024-10-18,860
2496,373,4570,32,2024-10-31,165
2497,428,2337,26,2025-04-25,788
2498,433,2346,39,2024-11-08,151
2499,434,2292,75,2024-10-29,574
2500,351,2775,93,2025-06-26,549
2501,24,2228,60,2024-11-30,316
2502,430,1664,96,2025-11-01,966
2503,108,1200,3,2024-04-07,575
2504,134,3266,16,2025-05-21,842
2505,439,58,89,2025-09-04,476
2506,127,1511,41,2024-07-19,394
2507,69,4404,77,2025-05-09,784
2508,271,4638,22,2024-05-10,780
2509,412,4757,9,2025-05-22,414
2510,118,743,46,2025-10-09,839
2511,209,232,68,2025-12-25,211
2512,452,3061,69,2025-10-03,663
2513,102,1175,15,2024-06-28,450
2514,156,2673,58,2025-05-28,100
2515,96,451,8,2025-07-20,969
2516,42,3139,90,2024-12-27,726
2517,244,1628,54,2025-11-28,991
2518,1,1239,83,2024-04-17,828
2519,468,1876,12,2024-07-17,138
2520,65,192,13,2024-11-29,241
2521,492,2851,29,2025-02-16,852
2522,171,3925,39,2024-03-14,526
2523,498,432,58,2024-04-26,143
2524,427,4391,82,2025-07-17,957
2525,25,2451,5,2024-10-09,429
2526,45,4486,54,2024-03-28,763
2527,103,184,91,2025-08-03,412
2528,453,968,54,2024-07-29,645
2529,255,957,15,2024-07-03,600
2530,297,774,4,2025-01-16,142
2531,178,3140,97,2025-10-31,73
2532,87,3819,73,2024-07-06,973
2533,354,3050,16,2025-04-01,75
2534,38,1775,91,2025-02-24,400
2535,485,4330,12,2024-04-08,396
2536,480,3964,3,2024-05-07,417
2537,27,2717,90,2024-07-21,225
2538,373,4189,81,2024-12-25,896
2539,11,3571,52,2025-12-28,490
2540,294,1722,8,2024-11-08,350
2541,152,4280,86,2025-07-14,360
2542,246,533,60,2024-06-19,822
2543,47,4091,17,2024-05-22,386
2544,388,3444,83,2024-11-09,791
2545,200,1169,37,2025-11-06,517
2546,48,1364,93,2025-09-03,202
2547,194,1397,65,2024-02-21,257
2548,138,2033,85,2024-02-14,217
2549,173,3225,96,2025-04-15,601
2550,153,2635,69,2024-04-08,134
2551,322,4157,20,2024-08-17,209
2552,16,764,1,2025-02-03,214
2553,196,1712,11,2025-03-02,736
2554,271,4070,18,2025-08-04,887
2555,239,2116,94,2024-02-17,255
2556,192,674,54,2024-12-31,953
2557,100,4467,49,2024-10-22,910
2558,397,2365,96,2025-12-02,957
2559,434,3702,41,2024-12-03,932
2560,145,2813,57,2024-10-09,120
2561,18,3961,23,2024-05-09,412
2562,138,3597,5,2025-05-26,427
2563,141,4888,50,2024-02-21,953
2564,497,2492,56,2024-10-01,632
2565,31,3851,24,2025-09-01,170
2566,245,870,44,2024-06-15,711
2567,469,2113,19,2024-07-27,400
2568,177,1673,76,2024-06-12,137
2569,352,216,83,2024-04-02,863
2570,172,4839,19,2025-11-30,966
2571,307,3322,80,2025-04-21,855
2572,345,1079,30,2024-09-02,998
2573,366,902,30,2025-07-25,216
2574,188,4515,83,2025-09-08,514
2575,39,2643,85,2025-09-12,125
2576,439,1852,41,2024-09-01,311
2577,280,3220,77,2025-05-12,94
2578,208,4896,33,2024-05-13,136
2579,469,2771,35,2024-05-03,56
2580,305,195,90,2024-08-17,935
2581,143,3303,3,2024-06-09,361
2582,363,3664,8,2025-12-04,109
2583,245,3295,88,2024-11-17,810
2584,427,1414,19,2025-03-29,944
2585,79,3577,38,2024-07-10,712
2586,114,816,23,2024-12-22,433
2587,190,4938,41,2025-07-07,59
2588,6,4510,47,2024-04-14,924
2589,470,2932,5,2025-07-20,840
2590,477,81,13,2024-08-26,576
2591,395,4434,48,2024-02-10,211
2592,374,3534,64,2025-06-26,444
2593,379,4597,74,2025-08-09,102
2594,182,4095,86,2024-11-15,774
2595,398,2568,31,2024-05-21,931
2596,475,1671,4,2024-08-08,935
2597,4,1021,94,2025-05-16,526
2598,463,3045,100,2025-08-01,673
2599,75,1964,90,2024-06-24,537
2600,162,3577,88,2024-04-18,114
2601,47,3578,1,2025-05-25,955
2602,174,2977,56,2024-09-29,663
2603,494,390,98,2024-09-02,298
2604,3,3465,87,2025-01-17,325
2605,238,403,20,2025-03-22,617
2606,321,3339,44,2025-10-10,786
2607,41,3488,22,2024-05-19,535
2608,40,2511,100,2025-11-20,235
2609,235,805,1,2025-06-12,101
2610,499,2882,53,2024-10-01,708
2611,211,4510,20,2024-10-30,336
2612,290,2130,62,2024-02-16,485
2613,60,4363,22,2025-09-24,784
2614,189,4595,89,2024-10-07,352
2615,76,806,41,2025-01-13,241
2616,83,540,2,2025-09-23,64
2617,238,3960,66,2024-03-01,382
2618,449,4458,64,2024-01-14,577
2619,331,4341,7,2025-08-02,99
2620,415,4790,85,2025-02-07,786
2621,111,1204,100,2025-01-31,725
2622,140,3458,76,2024-01-07,260
2623,77,81,74,2025-06-05,224
2624,431,4281,11,2025-07-08,596
2625,342,1016,16,2024-01-08,366
2626,43,4188,89,2025-04-24,529
2627,78,1829,35,2024-09-01,377
2628,226,3821,83,2025-07-29,56
2629,377,2460,41,2024-12-14,228
2630,193,4989,45,2024-05-22,473
2631,446,3935,93,2024-06-10,246
2632,154,4563,73,2025-02-27,105
2633,44,2453,16,2024-05-31,769
2634,129,4603,42,2025-07-24,160
2635,250,2039,48,2024-07-10,327
2636,48,3079,72,2024-03-01,475
2637,37,2230,92,2024-09-10,978
2638,120,2477,43,2025-10-19,573
2639,200,1074,83,2024-12-15,641
2640,142,1268,86,2024-11-04,424
2641,145,4991,54,2024-04-09,97
2642,67,3713,36,2024-12-20,95
2643,425,2074,83,2025-06-26,551
2644,290,415,35,2025-11-28,785
2645,23,4624,32,2024-05-02,284
2646,120,4204,5,2025-12-15,536
2647,55,2958,68,2025-03-31,954
2648,2,2419,96,2024-10-26,594
2649,254,1928,18,2025-12-10,552
2650,296,4884,78,2024-09-14,987
2651,90,3278,21,2025-02-25,730
2652,244,2113,27,2024-06-14,906
2653,481,1581,81,2024-04-10,763
2654,93,2312,17,2024-02-27,847
2655,414,4058,47,2025-01-20,172
2656,407,2376,44,2025-12-07,780
2657,346,3560,62,2025-08-21,939
2658,119,1492,72,2024-07-30,624
2659,385,1880,86,2024-06-26,544
2660,125,3723,62,2025-12-25,61
2661,356,4366,94,2025-06-08,90
2662,141,1452,95,2024-03-18,751
2663,377,3781,81,2025-02-25,468
2664,98,4499,77,2024-08-28,446
2665,90,4288,11,2024-05-18,576
2666,416,543,52,2025-01-13,692
2667,498,3906,83,2025-09-10,507
2668,66,3885,92,2025-08-23,71
2669,30,3756,4,2024-12-20,997
2670,193,1492,96,2024-04-21,884
2671,145,4998,38,2024-06-09,446
2672,324,162,11,2024-02-12,728
2673,290,1074,27,2024-06-10,120
2674,151,936,21,2025-01-30,699
2675,233,981,5,2025-03-07,355
2676,429,2853,40,2025-08-10,475
2677,201,4534,68,2025-08-05,468
2678,40,88,40,2024-07-02,469
2679,335,2954,22,2025-10-04,582
2680,430,1088,50,2024-08-31,468
2681,423,4000,10,2024-02-03,788
2682,151,1398,6,2024-05-04,488
2683,85,1542,72,2024-07-15,141
2684,191,874,85,2024-11-24,148
2685,441,3008,62,2025-05-10,160
2686,348,1925,65,2025-03-28,504
2687,52,782,2,2024-09-05,173
2688,214,3655,65,2025-08-02,199
2689,359,4492,12,2025-12-03,251
2690,303,932,28,2025-11-15,923
2691,241,4069,4,2024-05-13,501
2692,332,3074,84,2025-07-10,82
2693,455,605,16,2024-08-15,890
2694,336,3054,61,2024-10-28,867
2695,467,4593,83,2024-04-09,496
2696,228,3997,8,2025-04-15,241
2697,391,1362,37,2025-12-28,70
2698,112,1039,40,2024-09-22,293
2699,19,787,52,2024-08-19,577
2700,62,2565,33,2025-01-09,650
2701,140,2547,38,2025-02-25,718
2702,422,1592,52,2025-12-03,926
2703,432,4881,84,2024-04-06,618
2704,485,679,27,2024-12-28,625
2705,374,4611,8,2025-09-22,441
2706,92,346,30,2025-06-11,240
2707,85,2916,23,2025-06-10,775
2708,145,1014,97,2024-08-01,872
2709,464,4527,2,2024-05-02,605
2710,42,1039,92,2025-09-23,498
2711,160,4518,18,2024-04-03,548
2712,333,2643,32,2024-02-03,350
2713,199,673,88,2025-12-01,273
2714,8,4418,27,2025-08-05,922
2715,343,3092,3,2025-09-27,889
2716,364,2210,9,2024-11-17,861
2717,494,2331,59,2024-01-30,298
2718,384,539,63,2024-04-19,310
2719,448,849,34,2025-02-08,285
2720,217,2191,68,2024-01-08,623
2721,88,3982,33,2025-10-28,463
2722,94,604,9,2024-05-17,724
2723,473,80,8,2024-08-31,210
2724,48,222,78,2025-03-11,488
2725,1,4538,36,2025-12-16,537
2726,101,270,95,2024-03-04,791
2727,142,492,33,2024-11-06,70
2728,419,3181,97,2024-06-08,948
2729,117,3074,15,2025-05-15,200
2730,254,1072,45,2024-03-22,756
2731,99,3045,63,2025-01-22,593
2732,286,4957,86,2025-10-08,536
2733,127,2688,37,2025-03-24,142
2734,57,2326,99,2024-03-14,907
2735,214,334,90,2025-03-29,349
2736,260,2018,6,2025-06-07,423
2737,261,1139,59,2024-08-07,879
2738,389,2860,75,2024-05-27,504
2739,79,1273,85,2025-03-19,286
2740,398,1999,28,2025-04-27,851
2741,296,2112,23,2025-11-05,182
2742,127,887,37,2025-04-30,415
2743,290,4679,85,2025-01-29,855
2744,257,3203,76,2025-10-20,490
2745,335,4907,76,2024-04-20,636
2746,193,2446,77,2024-06-11,655
2747,481,2527,74,2025-05-28,585
2748,23,4648,60,2025-12-12,315
2749,193,1430,43,2024-03-08,238
2750,252,4703,68,2025-07-23,596
2751,319,3918,23,2024-09-26,396
2752,85,3321,93,2025-05-14,466
2753,124,977,7,2025-09-18,439
2754,114,1572,20,2025-05-04,617
2755,416,2221,52,2025-07-20,764
2756,405,4502,5,2024-06-28,872
2757,62,1744,89,2025-12-30,153
2758,245,2571,52,2025-04-09,780
2759,500,530,52,2024-06-03,447
2760,195,769,30,2025-08-12,454
2761,364,596,80,2025-06-06,981
2762,464,4137,39,2025-12-29,638
2763,8,1382,32,2025-03-05,271
2764,284,3911,77,2025-06-10,907
2765,171,828,86,2024-03-01,700
2766,246,3581,58,2024-11-18,839
2767,475,4423,11,2024-04-21,254
2768,405,4878,67,2024-03-23,442
2769,438,911,83,2024-11-06,687
2770,163,191,82,2024-05-20,677
2771,93,4486,37,2025-06-19,467
2772,208,4014,16,2024-12-15,54
2773,364,891,53,2024-05-16,127
2774,3,795,39,2025-03-01,495
2775,416,3637,23,2025-10-25,57
2776,60,987,3,2025-04-05,201
2777,473,3391,45,2024-11-15,415
2778,152,3452,33,2025-09-13,711
2779,132,2349,49,2025-09-25,184
2780,259,799,93,2025-10-28,180
2781,4,1058,39,2025-04-04,460
2782,18,766,74,2025-03-29,125
2783,296,4158,24,2025-04-30,835
2784,415,1111,21,2025-01-14,526
2785,385,1224,33,2024-05-10,198
2786,244,4558,29,2024-09-08,364
2787,31,1778,6,2024-04-09,330
2788,87,2004,23,2025-04-01,611
2789,441,4975,8,2024-08-23,285
2790,400,2448,92,2024-01-17,337
2791,381,3140,48,2024-04-20,545
2792,86,3915,39,2025-01-24,103
2793,357,1607,10,2025-06-11,159
2794,484,1992,26,2024-11-27,346
2795,188,2628,52,2025-06-13,416
2796,467,561,22,2025-01-23,166
2797,303,1927,44,2024-10-08,512
2798,24,4509,59,2025-07-02,464
2799,13,2982,90,2024-08-02,518
2800,343,3942,27,2024-06-29,765
2801,405,2150,69,2025-02-18,740
2802,173,4997,65,2025-01-03,577
2803,342,3417,49,2024-07-23,854
2804,454,3954,52,2025-06-25,615
2805,172,1871,59,2025-12-03,131
2806,345,1323,39,2025-11-17,603
2807,282,380,22,2025-03-02,565
2808,463,3323,92,2025-12-04,822
2809,49,4199,10,2024-05-02,376
2810,230,231,7,2025-10-06,156
2811,54,3277,74,2025-05-15,711
2812,424,4236,71,2024-07-23,755
2813,71,1039,90,2025-10-14,551
2814,238,527,63,2024-02-28,60
2815,202,4731,72,2024-09-30,842
2816,450,3946,67,2025-11-26,682
2817,181,3848,55,2025-10-26,476
2818,163,3130,40,2025-01-02,441
2819,175,2227,31,2025-09-10,701
2820,45,833,26,2024-01-09,300
2821,344,3011,28,2024-03-14,122
2822,439,3605,26,2025-06-30,660
2823,84,3462,43,2024-11-28,857
2824,367,484,4,2024-06-06,501
2825,1,458,83,2025-04-28,779
2826,234,2286,66,2024-03-09,738
2827,377,2641,32,2024-05-02,964
2828,315,3618,45,2025-05-21,574
2829,433,1651,75,2024-07-02,428
2830,262,715,19,2025-04-26,994
2831,16,3480,68,2024-07-03,680
2832,91,465,45,2024-11-26,322
2833,338,2639,36,2025-06-15,651
2834,496,4613,61,2025-09-30,246
2835,195,3169,11,2024-08-03,635
2836,261,3466,10,2025-02-15,241
2837,37,1411,84,2025-03-06,454
2838,466,1148,31,2024-09-17,122
2839,182,694,52,2025-05-21,798
2840,166,2301,8,2024-02-20,363
2841,220,379,71,2024-05-04,888
2842,257,1066,100,2024-05-26,280
2843,36,330,94,2025-12-14,81
2844,272,943,32,2024-05-28,832
2845,220,542,5,2025-08-19,995
2846,54,611,37,2024-12-24,958
2847,356,4395,9,2025-11-04,330
2848,399,1266,54,2024-09-28,240
2849,87,361,43,2024-06-04,898
2850,448,3995,3,2024-07-27,102
2851,421,2570,49,2024-07-03,717
2852,5,4432,76,2024-05-19,332
2853,130,482,46,2025-07-23,873
2854,168,4059,97,2025-09-02,875
2855,323,2154,52,2024-10-30,569
2856,449,4500,13,2024-09-22,829
2857,218,1729,1,2024-03-07,261
2858,272,1362,88,2025-02-27,772
2859,72,2542,49,2025-11-06,499
2860,378,4554,65,2024-05-15,474
2861,265,4223,71,2025-11-20,370
2862,361,3501,10,2025-04-10,382
2863,402,2240,6,2025-08-17,318
2864,354,3711,1,2025-10-13,657
2865,266,4423,6,2025-08-08,927
2866,119,619,26,2025-07-26,296
2867,289,2710,25,2025-12-23,524
2868,139,4105,39,2024-05-31,789
2869,304,431,36,2025-12-27,613
2870,476,3592,14,2024-11-02,569
2871,247,2240,29,2025-05-19,669
2872,225,4780,86,2025-03-23,324
2873,334,3196,50,2025-01-07,555
2874,284,4500,22,2024-10-09,354
2875,380,569,86,2024-02-09,542
2876,182,922,16,2025-06-27,830
2877,117,4007,13,2024-05-13,512
2878,321,1969,49,2024-11-14,404
2879,83,2806,14,2025-12-22,296
2880,133,1921,11,2025-10-22,254
2881,371,4922,80,2024-12-31,301
2882,377,165,68,2025-03-27,414
2883,227,3327,3,2025-07-08,827
2884,219,2999,63,2025-06-05,517
2885,4,3891,50,2025-01-16,698
2886,392,840,21,2025-10-13,290
2887,101,1175,23,2025-03-06,313
2888,230,3553,80,2025-01-19,366
2889,384,2781,32,2024-05-25,764
2890,216,4056,31,2024-08-09,685
2891,408,2441,91,2024-12-05,270
2892,162,4739,33,2025-10-14,998
2893,352,714,8,2025-04-16,850
2894,33,2906,85,2024-05-05,960
2895,263,3401,17,2025-04-26,567
2896,151,2211,42,2024-08-26,238
2897,323,2519,46,2025-06-12,50
2898,96,3409,72,2025-03-10,811
2899,286,1377,77,2025-07-28,159
2900,5,1482,60,2025-01-10,397
2901,327,945,69,2025-08-22,135
2902,27,3660,58,2025-03-21,438
2903,92,4553,27,2024-09-30,325
2904,88,1609,42,2024-03-04,751
2905,115,4034,64,2025-04-17,998
2906,467,3826,86,2025-07-17,833
2907,40,3442,93,2024-11-07,610
2908,224,4931,75,2024-05-08,596
2909,410,3651,1,2025-08-08,824
2910,346,327,70,2025-05-06,159
2911,27,2490,18,2025-04-30,186
2912,239,1718,70,2025-12-02,218
2913,478,364,65,2024-08-23,608
2914,273,3492,49,2024-07-12,214
2915,120,4795,51,2025-08-27,604
2916,72,3310,54,2025-01-09,264
2917,429,2483,76,2024-05-30,772
2918,120,3266,53,2025-10-13,195
2919,383,2395,77,2025-05-30,155
2920,357,697,59,2024-03-23,329
2921,300,4683,2,2024-12-02,415
2922,16,2661,44,2024-05-18,300
2923,122,1089,30,2025-03-13,967
2924,104,2079,87,2025-05-23,505
2925,421,4764,45,2025-04-11,88
2926,393,4060,84,2024-12-11,362
2927,66,2433,86,2024-03-09,70
2928,309,3715,86,2024-04-17,956
2929,277,4844,43,2024-07-09,917
2930,127,1837,50,2024-12-01,947
2931,233,4244,49,2024-10-15,575
2932,500,2787,21,2024-10-29,107
2933,27,2159,1,2025-02-25,120
2934,413,128,61,2025-12-20,810
2935,472,1067,39,2025-03-10,133
2936,78,3328,18,2024-08-02,130
2937,495,2014,21,2025-10-30,855
2938,134,877,17,2025-12-05,674
2939,73,1063,38,2024-01-30,925
2940,319,4287,84,2025-11-04,869
2941,200,3077,57,2024-04-25,270
2942,201,3937,57,2025-09-15,475
2943,212,2728,61,2024-04-12,183
2944,178,4552,15,2024-08-02,692
2945,257,3326,76,2025-12-04,569
2946,455,1995,45,2025-04-09,765
2947,216,1281,9,2025-10-04,566
2948,51,3169,79,2024-06-19,899
2949,327,1255,81,2024-01-31,618
2950,372,167,31,2025-03-11,246
2951,85,4269,41,2025-08-18,326
2952,348,3778,37,2025-10-16,430
2953,327,4684,91,2025-02-06,919
2954,72,1981,12,2024-12-09,102
2955,266,3154,63,2025-06-19,293
2956,437,3673,65,2025-01-09,163
2957,275,2613,94,2024-10-23,436
2958,426,2334,78,2025-07-16,938
2959,103,4462,13,2025-02-22,782
2960,56,1190,28,2024-07-18,508
2961,485,1445,43,2024-09-17,922
2962,178,4766,13,2024-07-26,388
2963,454,3387,88,2025-01-16,219
2964,408,310,31,2025-03-08,652
2965,381,3987,93,2025-06-28,793
2966,277,2091,21,2025-01-27,553
2967,63,159,11,2025-07-20,447
2968,486,1483,90,2024-06-21,281
2969,429,4418,49,2024-06-11,993
2970,349,3524,17,2024-02-22,209
2971,368,77,67,2024-09-06,889
2972,146,216,53,2024-03-29,831
2973,468,3480,3,2025-05-28,160
2974,50,2553,83,2025-01-17,842
2975,42,100,34,2024-08-22,614
2976,43,1370,71,2024-06-11,939
2977,415,3364,58,2025-06-12,1000
2978,177,246,67,2025-08-19,203
2979,487,1197,26,2025-01-28,459
2980,112,1704,49,2024-12-15,506
2981,38,1224,31,2024-02-17,201
2982,183,3325,63,2025-03-24,533
2983,410,2308,79,2024-03-09,187
2984,333,1125,6,2024-07-12,938
2985,35,2504,44,2025-06-15,80
2986,235,3203,8,2025-06-04,94
2987,359,2273,15,2024-09-13,899
2988,389,231,60,2025-10-29,413
2989,398,2856,30,2025-04-16,179
2990,223,717,96,2024-12-13,406
2991,78,1480,80,2024-01-05,123
2992,266,1301,92,2025-01-08,913
2993,394,2042,34,2025-02-17,888
2994,446,3698,85,2025-07-03,273
2995,215,1530,54,2025-07-10,63
2996,53,2065,99,2024-07-05,326
2997,89,1995,5,2024-05-13,142
2998,294,2086,3,2025-10-06,556
2999,55,3610,3,2024-05-05,678
3000,170,1316,84,2025-10-06,430
3001,465,926,55,2024-11-09,274
3002,282,642,94,2024-06-08,783
3003,269,1201,34,2024-12-27,947
3004,385,4115,46,2024-05-27,457
3005,125,882,23,2024-08-17,465
3006,37,169,1,2025-04-25,618
3007,116,599,76,2024-08-20,603
3008,383,4525,49,2025-08-17,131
3009,358,2180,37,2024-11-08,186
3010,255,134,19,2025-09-07,857
3011,240,2889,9,2024-12-03,566
3012,285,4644,20,2024-11-09,752
3013,386,2599,1,2025-03-31,814
3014,338,3342,86,2024-10-29,493
3015,55,4733,17,2025-05-21,430
3016,119,1480,52,2025-09-20,146
3017,465,3665,46,2024-04-03,937
3018,319,1943,90,2025-07-20,326
3019,172,1626,23,2024-12-05,721
3020,211,3935,89,2024-03-15,352
3021,189,3190,17,2024-01-02,137
3022,295,3265,5,2025-01-11,622
3023,281,703,9,2025-01-21,993
3024,235,249,48,2024-03-06,68
3025,354,3777,7,2024-11-10,477
3026,338,2771,50,2025-02-26,911
3027,485,3218,25,2025-05-04,390
3028,36,916,64,2025-04-22,802
3029,426,3988,21,2025-11-08,383
3030,339,4963,16,2024-06-19,490
3031,403,1423,49,2024-07-22,137
3032,480,918,32,2024-01-12,370
3033,91,3566,68,2025-06-08,625
3034,452,1766,76,2025-09-10,517
3035,368,254,16,2024-06-24,88
3036,123,187,4,2024-10-04,95
3037,203,4878,67,2024-07-31,587
3038,264,2429,88,2024-08-08,685
3039,414,1931,46,2025-10-08,293
3040,279,1183,92,2024-06-02,551
3041,14,198,15,2025-06-15,868
3042,219,694,14,2025-05-15,188
3043,2,488,7,2024-08-30,641
3044,401,964,68,2025-10-10,393
3045,338,3714,7,2025-03-20,925
3046,18,3132,19,2025-08-11,899
3047,154,2160,50,2024-03-15,626
3048,189,4509,29,2025-01-07,442
3049,170,2711,40,2024-06-03,827
3050,457,1257,90,2025-03-22,584
3051,475,1505,7,2025-06-18,350
3052,213,4153,53,2025-10-20,524
3053,319,4375,13,2025-05-23,588
3054,367,1773,9,2024-12-17,153
3055,71,2666,94,2024-03-03,91
3056,198,3848,91,2024-01-05,775
3057,190,2247,63,2025-07-14,132
3058,496,2960,65,2025-07-07,221
3059,36,1032,71,2024-10-02,927
3060,223,2996,5,2024-11-10,71
3061,61,316,63,2025-02-05,68
3062,204,3922,82,2025-07-23,828
3063,16,1003,17,2025-04-15,902
3064,253,28,71,2025-12-23,734
3065,473,266,66,2024-04-06,532
3066,382,4034,35,2025-02-01,514
3067,235,1848,12,2025-07-05,618
3068,110,3503,5,2025-10-15,333
3069,465,2963,73,2025-11-28,876
3070,180,2098,86,2024-07-17,786
3071,492,502,47,2024-09-22,988
3072,74,2789,25,2025-01-28,604
3073,314,2473,12,2024-12-11,599
3074,484,3365,93,2025-12-31,973
3075,259,2285,23,2024-07-05,556
3076,9,432,50,2024-09-04,177
3077,418,2552,49,2025-12-14,550
3078,71,259,16,2024-02-18,522
3079,2,842,86,2024-02-06,831
3080,35,4743,79,2025-02-22,190
3081,344,1111,63,2024-05-23,301
3082,496,2395,82,2025-11-29,661
3083,337,4264,74,2025-06-30,101
