order_id,customer_id,store_id,employee_id,order_date,payment_method,order_status
15909,58,54,7,2024-08-21,Credit Card,Cancelled
15910,851,30,485,2024-12-19,UPI,Completed
15911,16,76,763,2025-06-30,Net Banking,Completed
15912,372,89,212,2024-07-15,Debit Card,Cancelled
15913,939,68,801,2024-02-06,Debit Card,Returned
15914,808,42,630,2024-05-06,Credit Card,Pending
15915,921,35,794,2024-09-10,Debit Card,Pending
15916,102,99,34,2024-06-13,Net Banking,Pending
15917,238,97,792,2024-09-27,UPI,Pending
15918,371,43,252,2025-02-10,Credit Card,Completed
15919,915,4,380,2025-01-29,UPI,Completed
15920,827,32,716,2024-06-07,Credit Card,Returned
15921,90,32,958,2024-03-04,Credit Card,Pending
15922,857,69,415,2024-08-15,Cash,Completed
15923,870,70,779,2024-05-04,Debit Card,Completed
15924,675,21,361,2025-04-04,Debit Card,Cancelled
15925,643,66,547,2025-09-30,Debit Card,Cancelled
15926,797,38,169,2024-06-17,Net Banking,Cancelled
15927,525,68,829,2025-04-14,Cash,Completed
15928,35,41,79,2025-06-18,Debit Card,Completed
15929,566,32,91,2025-07-08,Credit Card,Completed
15930,117,96,821,2024-05-31,Cash,Returned
15931,190,23,284,2024-09-11,Debit Card,Cancelled
15932,297,96,443,2025-02-08,Cash,Completed
15933,982,87,699,2025-03-24,Net Banking,Pending
15934,436,61,785,2025-03-25,Debit Card,Cancelled
15935,723,28,662,2024-12-09,Debit Card,Returned
15936,423,91,840,2024-07-27,Net Banking,Pending
15937,556,71,22,2025-05-17,Debit Card,Pending
15938,193,4,267,2025-06-03,UPI,Completed
15939,313,31,239,2025-05-10,Debit Card,Returned
15940,150,90,525,2025-04-11,Debit Card,Completed
15941,720,69,618,2025-03-29,Credit Card,Pending
15942,5,19,640,2024-04-30,Debit Card,Cancelled
15943,300,88,863,2024-08-13,Cash,Pending
15944,70,77,730,2025-08-06,Net Banking,Returned
15945,26,85,578,2025-12-31,Credit Card,Returned
15946,497,89,530,2025-10-30,Credit Card,Cancelled
15947,94,92,324,2025-01-01,UPI,Pending
15948,789,48,596,2025-12-09,Debit Card,Completed
15949,383,25,960,2025-06-20,UPI,Cancelled
15950,725,39,972,2024-03-01,UPI,Returned
15951,165,82,112,2025-02-28,UPI,Pending
15952,833,54,682,2024-08-22,UPI,Returned
15953,65,67,571,2024-09-18,Net Banking,Cancelled
15954,58,15,476,2025-06-17,Net Banking,Completed
15955,116,56,496,2024-11-05,Credit Card,Pending
15956,17,47,413,2024-10-25,Debit Card,Cancelled
15957,291,4,747,2025-04-04,UPI,Cancelled
15958,572,10,216,2025-06-23,Debit Card,Completed
15959,537,29,466,2025-09-26,UPI,Pending
15960,716,92,957,2025-12-31,Net Banking,Completed
15961,620,41,922,2024-09-04,Net Banking,Completed
15962,475,16,297,2025-02-24,Cash,Pending
15963,47,5,477,2025-10-01,Debit Card,Pending
15964,424,15,785,2024-01-06,Credit Card,Pending
15965,805,57,792,2024-10-11,Net Banking,Pending
15966,694,72,521,2024-01-10,Debit Card,Returned
15967,819,43,34,2024-10-10,Net Banking,Completed
15968,357,84,511,2024-04-22,Net Banking,Pending
15969,914,51,889,2024-07-17,Credit Card,Cancelled
15970,542,50,532,2024-10-22,Debit Card,Cancelled
15971,348,50,489,2024-02-03,Debit Card,Returned
15972,241,3,537,2024-07-31,Cash,Cancelled
15973,297,54,157,2024-11-27,Cash,Pending
15974,857,3,574,2025-10-13,Cash,Pending
15975,704,25,428,2025-06-29,Net Banking,Returned
15976,265,33,859,2024-02-20,Net Banking,Cancelled
15977,23,23,255,2025-05-16,Cash,Returned
15978,650,2,768,2025-07-29,UPI,Returned
15979,977,12,34,2024-03-18,Cash,Completed
15980,660,8,359,2024-07-15,Net Banking,Pending
15981,103,40,104,2025-10-29,Credit Card,Pending
15982,66,15,104,2024-07-19,Debit Card,Completed
15983,377,6,969,2024-05-16,Debit Card,Returned
15984,827,19,882,2025-08-02,UPI,Cancelled
15985,22,78,652,2025-12-26,Debit Card,Cancelled
15986,678,82,94,2024-04-17,Cash,Completed
15987,926,16,369,2025-05-27,Debit Card,Pending
15988,525,62,698,2024-06-23,Net Banking,Completed
15989,686,73,152,2024-10-09,UPI,Returned
15990,582,61,234,2024-12-16,UPI,Completed
15991,696,16,780,2025-10-31,Debit Card,Returned
15992,725,73,829,2025-01-10,Debit Card,Returned
15993,854,60,485,2025-01-22,Debit Card,Cancelled
15994,41,49,690,2024-06-11,Debit Card,Returned
15995,356,52,8,2025-06-23,Debit Card,Pending
15996,456,21,150,2024-09-24,Credit Card,Returned
15997,739,99,221,2024-03-29,Cash,Cancelled
15998,123,33,609,2024-06-20,Credit Card,Pending
15999,336,14,59,2025-12-06,Net Banking,Cancelled
16000,323,20,478,2025-03-19,Net Banking,Cancelled
16001,915,58,108,2024-06-08,Cash,Pending
16002,10,1,655,2024-07-23,Net Banking,Cancelled
16003,162,53,557,2025-01-26,Debit Card,Cancelled
16004,675,2,159,2024-12-06,UPI,Returned
16005,930,82,871,2025-12-01,Net Banking,Returned
16006,583,80,257,2025-07-07,Credit Card,Cancelled
16007,795,14,24,2024-11-02,Cash,Returned
16008,374,3,890,2025-07-06,Net Banking,Pending
16009,559,44,596,2024-01-24,Debit Card,Cancelled
16010,771,84,22,2025-03-04,UPI,Cancelled
16011,701,47,71,2025-06-27,Debit Card,Pending
16012,362,43,447,2025-10-27,Cash,Completed
16013,10,3,154,2025-03-06,Debit Card,Cancelled
16014,120,81,335,2025-02-14,Debit Card,Cancelled
16015,645,72,407,2024-11-29,Debit Card,Completed
16016,184,46,921,2024-08-29,Cash,Completed
16017,415,85,500,2024-10-21,Cash,Returned
16018,776,72,74,2024-11-19,Credit Card,Cancelled
16019,740,98,353,2025-04-28,Net Banking,Returned
16020,640,22,924,2024-08-02,Cash,Pending
16021,556,97,899,2024-12-08,Net Banking,Completed
16022,858,82,792,2025-12-03,Credit Card,Pending
16023,143,78,717,2024-08-24,Debit Card,Returned
16024,339,25,401,2024-02-16,Cash,Pending
16025,364,74,265,2025-05-19,Debit Card,Pending
16026,961,13,177,2025-07-08,Credit Card,Pending
16027,259,73,739,2024-06-14,Debit Card,Pending
16028,255,81,486,2024-08-17,Net Banking,Pending
16029,674,43,231,2024-07-09,UPI,Completed
16030,305,89,203,2024-07-25,UPI,Completed
16031,17,10,643,2024-05-17,Cash,Pending
16032,34,50,556,2025-09-06,Debit Card,Cancelled
16033,379,71,938,2025-06-24,Debit Card,Returned
16034,377,9,38,2024-02-10,Cash,Cancelled
16035,480,84,727,2024-12-30,Debit Card,Cancelled
16036,410,9,380,2024-10-25,UPI,Returned
16037,418,71,699,2025-10-01,Debit Card,Completed
16038,714,96,652,2025-08-03,Credit Card,Returned
16039,151,28,486,2025-11-23,UPI,Returned
16040,720,89,60,2025-11-24,UPI,Completed
16041,457,10,794,2024-10-19,UPI,Returned
16042,6,33,150,2025-08-23,Debit Card,Returned
16043,44,39,883,2024-12-20,Credit Card,Returned
16044,453,45,359,2024-02-25,Credit Card,Pending
16045,41,13,392,2025-11-21,Credit Card,Pending
16046,541,26,852,2025-07-20,Credit Card,Pending
16047,690,33,243,2025-11-19,UPI,Cancelled
16048,299,71,937,2025-06-16,Credit Card,Cancelled
16049,219,74,171,2025-02-14,Net Banking,Cancelled
16050,122,67,371,2024-02-22,UPI,Cancelled
16051,82,58,928,2024-07-15,Net Banking,Completed
16052,483,84,557,2025-11-11,Credit Card,Returned
16053,654,85,539,2024-09-30,Net Banking,Pending
16054,73,73,410,2024-06-23,Debit Card,Cancelled
16055,198,96,176,2025-09-15,UPI,Pending
16056,313,69,693,2025-06-05,Cash,Returned
16057,65,59,975,2024-08-30,Net Banking,Completed
16058,56,24,793,2024-12-28,Credit Card,Completed
16059,204,90,5,2024-08-29,Debit Card,Completed
16060,445,11,639,2024-02-05,Debit Card,Pending
16061,486,58,799,2025-08-13,Cash,Completed
16062,44,8,907,2025-10-17,Debit Card,Returned
16063,574,73,929,2025-11-10,UPI,Pending
16064,24,90,789,2024-04-19,Net Banking,Cancelled
16065,64,39,597,2024-03-14,UPI,Pending
16066,229,58,868,2024-06-09,Credit Card,Completed
16067,788,25,708,2025-08-12,Credit Card,Pending
16068,51,12,512,2025-09-27,Credit Card,Completed
16069,914,55,319,2024-08-08,Net Banking,Completed
16070,881,93,7,2024-07-18,Net Banking,Returned
16071,730,56,535,2024-02-10,Credit Card,Pending
16072,39,12,618,2025-10-26,Debit Card,Cancelled
16073,246,62,630,2025-01-13,Credit Card,Completed
16074,941,83,83,2024-06-07,Credit Card,Returned
16075,758,96,227,2025-04-06,Cash,Returned
16076,668,80,422,2025-09-18,Net Banking,Completed
16077,605,26,505,2025-04-19,Debit Card,Cancelled
16078,298,65,213,2025-03-11,UPI,Completed
16079,995,39,280,2025-06-02,Credit Card,Cancelled
16080,297,80,823,2025-09-23,Debit Card,Completed
16081,768,14,925,2025-06-03,Net Banking,Returned
16082,494,52,634,2025-09-23,Credit Card,Returned
16083,487,6,499,2024-02-06,Credit Card,Completed
16084,721,38,446,2025-05-01,UPI,Returned
16085,775,28,739,2025-05-10,UPI,Returned
16086,187,34,792,2025-11-29,Cash,Returned
16087,731,82,986,2025-09-16,Cash,Cancelled
16088,557,77,315,2024-02-09,Credit Card,Cancelled
16089,349,57,800,2025-11-10,Debit Card,Returned
16090,897,51,666,2025-08-19,Net Banking,Cancelled
16091,906,72,157,2024-06-20,Debit Card,Cancelled
16092,810,53,161,2024-05-26,Debit Card,Completed
16093,236,27,588,2024-05-20,Credit Card,Returned
16094,502,17,334,2025-02-12,UPI,Completed
16095,482,3,331,2024-02-19,Cash,Cancelled
16096,721,58,334,2024-09-23,Net Banking,Pending
16097,359,65,469,2024-06-30,UPI,Returned
16098,423,25,600,2025-02-10,Debit Card,Cancelled
16099,187,70,72,2024-11-18,Cash,Completed
16100,152,30,803,2025-02-07,Net Banking,Cancelled
16101,653,57,57,2024-02-21,Credit Card,Cancelled
16102,967,50,413,2025-10-21,Debit Card,Cancelled
16103,654,62,363,2025-07-08,UPI,Returned
16104,34,41,195,2024-01-10,UPI,Pending
16105,646,46,264,2024-02-13,Credit Card,Returned
16106,681,84,433,2024-03-29,Net Banking,Completed
16107,533,20,319,2025-06-29,UPI,Completed
16108,948,28,237,2025-08-04,Cash,Cancelled
16109,403,41,903,2025-11-26,Credit Card,Returned
16110,991,12,504,2025-05-16,Credit Card,Completed
16111,815,68,591,2024-01-11,Cash,Completed
16112,561,86,833,2024-06-20,Debit Card,Returned
16113,398,35,525,2025-03-28,UPI,Cancelled
16114,975,58,960,2025-07-05,Credit Card,Pending
16115,374,4,383,2024-08-25,UPI,Returned
16116,789,61,370,2024-05-14,UPI,Cancelled
16117,568,98,392,2025-12-06,Credit Card,Completed
16118,351,14,796,2024-02-28,Credit Card,Pending
16119,804,76,424,2025-01-07,Cash,Returned
16120,554,44,212,2025-04-25,UPI,Cancelled
16121,765,98,137,2025-08-27,Debit Card,Returned
16122,174,42,580,2025-06-06,Cash,Returned
16123,474,83,333,2025-04-30,Net Banking,Returned
16124,918,5,432,2025-10-01,Credit Card,Pending
16125,673,28,532,2025-04-14,Cash,Returned
16126,530,95,875,2024-04-18,Debit Card,Pending
16127,436,14,774,2024-07-29,Net Banking,Completed
16128,426,82,647,2025-12-03,Cash,Cancelled
16129,10,31,461,2025-12-02,UPI,Cancelled
16130,636,64,166,2025-07-01,UPI,Cancelled
16131,51,63,668,2024-10-12,Net Banking,Returned
16132,528,66,199,2025-06-25,Net Banking,Cancelled
16133,760,13,669,2025-01-08,UPI,Returned
16134,263,92,686,2024-11-22,Credit Card,Completed
16135,635,96,536,2025-04-26,Credit Card,Returned
16136,560,50,961,2024-03-14,Credit Card,Completed
16137,928,74,403,2025-04-07,Credit Card,Cancelled
16138,762,41,474,2024-12-20,Cash,Completed
16139,803,3,311,2024-01-20,Net Banking,Pending
16140,715,12,135,2025-07-13,Debit Card,Cancelled
16141,376,85,587,2025-03-04,Net Banking,Completed
16142,604,53,483,2024-10-21,Credit Card,Returned
16143,148,3,213,2025-09-06,Net Banking,Pending
16144,693,49,884,2025-05-26,UPI,Cancelled
16145,778,47,428,2025-05-26,Cash,Pending
16146,901,30,591,2024-01-11,Cash,Completed
16147,380,58,928,2025-01-20,Cash,Cancelled
16148,944,45,681,2025-01-11,Cash,Pending
16149,515,57,955,2025-11-16,Cash,Cancelled
16150,812,87,251,2024-10-06,UPI,Completed
16151,465,8,551,2025-05-19,UPI,Returned
16152,209,70,851,2025-01-16,Cash,Pending
16153,769,42,153,2025-09-26,Net Banking,Completed
16154,140,18,394,2024-09-15,Net Banking,Completed
16155,713,21,935,2024-07-14,Debit Card,Cancelled
16156,785,5,96,2024-11-19,UPI,Completed
16157,435,53,396,2025-11-14,UPI,Returned
16158,680,75,333,2024-02-22,Cash,Completed
16159,744,36,951,2024-09-19,Debit Card,Pending
16160,178,4,132,2025-04-04,Cash,Cancelled
16161,338,55,977,2025-02-23,Cash,Cancelled
16162,172,79,664,2025-06-11,Net Banking,Pending
16163,504,52,582,2025-06-25,Cash,Pending
16164,491,55,391,2025-11-04,Credit Card,Returned
16165,27,41,445,2025-08-14,Credit Card,Pending
16166,976,67,182,2024-11-09,Debit Card,Completed
16167,675,21,90,2024-08-27,Cash,Returned
16168,858,74,644,2025-03-20,Cash,Cancelled
16169,447,87,699,2025-08-15,Credit Card,Cancelled
16170,979,63,761,2024-12-21,Net Banking,Completed
16171,699,54,773,2024-06-17,Cash,Completed
16172,194,10,401,2024-09-15,UPI,Returned
16173,240,10,213,2024-02-13,UPI,Cancelled
16174,310,39,189,2025-10-04,Cash,Returned
16175,44,48,173,2025-08-11,UPI,Completed
16176,339,63,54,2025-01-16,Cash,Completed
16177,161,35,467,2024-11-26,Credit Card,Completed
16178,69,44,327,2024-01-19,Credit Card,Cancelled
16179,573,99,876,2024-05-14,Cash,Pending
16180,118,99,531,2025-01-13,UPI,Cancelled
16181,311,66,515,2025-12-21,Net Banking,Completed
16182,661,38,663,2025-08-30,Cash,Pending
16183,239,63,812,2024-09-06,Credit Card,Completed
16184,148,13,825,2025-07-01,UPI,Pending
16185,643,20,222,2024-08-10,Debit Card,Returned
16186,920,61,583,2024-11-02,Debit Card,Completed
16187,178,51,206,2025-04-20,Cash,Returned
16188,998,86,175,2025-10-12,Net Banking,Completed
16189,384,23,863,2025-03-11,Debit Card,Completed
16190,104,50,849,2024-03-25,Credit Card,Pending
16191,799,86,445,2024-03-05,Cash,Cancelled
16192,11,21,155,2024-11-03,UPI,Completed
16193,203,23,108,2025-12-22,Credit Card,Cancelled
16194,21,44,491,2024-05-21,Debit Card,Completed
16195,714,45,957,2025-03-14,Net Banking,Pending
16196,636,3,340,2025-11-03,Cash,Returned
16197,848,90,783,2024-05-11,UPI,Returned
16198,591,70,14,2025-04-27,Net Banking,Pending
16199,916,74,663,2024-01-13,Cash,Cancelled
16200,775,72,325,2025-10-26,UPI,Pending
16201,786,67,493,2024-01-14,Net Banking,Returned
16202,181,34,334,2024-08-24,Net Banking,Cancelled
16203,975,1,74,2025-10-19,UPI,Returned
16204,868,66,796,2025-02-22,Credit Card,Returned
16205,857,34,173,2025-04-12,Cash,Returned
16206,100,45,205,2025-02-09,UPI,Pending
16207,555,28,94,2025-05-07,Cash,Pending
16208,896,31,9,2024-05-12,Credit Card,Returned
16209,982,66,656,2025-05-07,UPI,Cancelled
16210,427,54,566,2024-08-18,Debit Card,Returned
16211,361,21,666,2024-06-10,UPI,Completed
16212,154,40,350,2024-02-03,Debit Card,Cancelled
16213,46,44,126,2025-11-26,Debit Card,Returned
16214,12,45,316,2024-04-16,Net Banking,Returned
16215,291,55,82,2025-05-31,Credit Card,Pending
16216,446,62,341,2025-12-29,UPI,Completed
16217,210,31,700,2024-10-15,Cash,Returned
16218,836,19,766,2024-02-21,UPI,Cancelled
16219,859,12,789,2025-12-12,Debit Card,Returned
16220,657,58,282,2025-09-24,Debit Card,Completed
16221,700,62,432,2024-08-12,Net Banking,Pending
16222,916,68,231,2025-10-08,UPI,Pending
16223,763,100,250,2024-06-05,Cash,Pending
16224,609,9,445,2025-03-02,Debit Card,Returned
16225,800,22,237,2024-08-26,Credit Card,Completed
16226,626,53,274,2024-09-01,Debit Card,Cancelled
16227,789,44,677,2025-10-15,Cash,Pending
16228,25,35,407,2024-04-03,UPI,Completed
16229,636,31,857,2025-06-07,Credit Card,Cancelled
16230,829,85,993,2024-08-06,Debit Card,Cancelled
16231,758,76,536,2024-09-06,UPI,Returned
16232,991,56,318,2024-08-14,Credit Card,Completed
16233,73,61,447,2025-04-27,Cash,Completed
16234,816,82,815,2024-05-07,Net Banking,Completed
16235,306,51,474,2025-12-16,Debit Card,Cancelled
16236,570,39,928,2025-06-24,Cash,Cancelled
16237,284,54,10,2024-01-07,Net Banking,Returned
16238,523,19,662,2024-07-24,Cash,Pending
16239,23,30,84,2025-04-16,UPI,Returned
16240,636,24,851,2024-05-29,Debit Card,Pending
16241,440,25,115,2024-02-20,Net Banking,Pending
16242,948,16,193,2024-10-25,Debit Card,Pending
16243,454,60,324,2025-02-18,Credit Card,Returned
16244,823,69,780,2025-03-09,Net Banking,Returned
16245,951,87,240,2025-03-01,Credit Card,Returned
16246,174,52,587,2024-07-22,Credit Card,Returned
16247,368,7,386,2024-07-08,Credit Card,Pending
16248,968,34,858,2024-09-25,Debit Card,Cancelled
16249,364,76,824,2025-11-05,Net Banking,Pending
16250,310,37,194,2025-02-19,Credit Card,Returned
16251,911,27,660,2025-11-04,Credit Card,Cancelled
16252,437,98,165,2024-03-19,Net Banking,Cancelled
16253,72,32,552,2025-04-26,Net Banking,Cancelled
16254,156,32,101,2024-04-06,Net Banking,Pending
16255,821,50,492,2024-10-06,Credit Card,Completed
16256,994,32,889,2024-03-09,Net Banking,Completed
16257,743,7,543,2024-10-04,UPI,Returned
16258,471,43,726,2024-05-13,Credit Card,Pending
16259,551,83,946,2024-01-09,Debit Card,Cancelled
16260,394,65,294,2024-10-06,Cash,Completed
16261,408,49,821,2024-09-27,Cash,Cancelled
16262,945,11,747,2024-07-17,Cash,Completed
16263,96,7,973,2025-06-26,Debit Card,Pending
16264,588,33,208,2025-02-25,Cash,Completed
16265,736,9,624,2024-12-24,Debit Card,Returned
16266,83,58,503,2024-12-09,Debit Card,Cancelled
16267,201,72,376,2024-12-19,Net Banking,Completed
16268,762,84,834,2025-05-31,Credit Card,Returned
16269,812,97,530,2025-03-28,Net Banking,Cancelled
16270,797,68,774,2025-09-13,Debit Card,Cancelled
16271,937,22,943,2024-12-19,Net Banking,Pending
16272,649,2,700,2024-04-24,Cash,Completed
16273,553,52,998,2025-07-03,Credit Card,Completed
16274,211,67,524,2024-02-25,UPI,Cancelled
16275,450,59,82,2024-01-07,UPI,Completed
16276,656,99,952,2024-06-07,Net Banking,Returned
16277,454,80,921,2024-05-30,Debit Card,Pending
16278,343,89,9,2024-06-13,Debit Card,Pending
16279,999,29,516,2025-12-30,Cash,Completed
16280,952,95,775,2024-08-12,Credit Card,Pending
16281,634,53,724,2025-08-31,UPI,Pending
16282,340,77,932,2024-11-18,Credit Card,Cancelled
16283,826,17,468,2024-10-22,Credit Card,Completed
16284,505,76,236,2024-06-15,Debit Card,Returned
16285,17,72,677,2024-08-24,Cash,Pending
16286,430,12,318,2025-04-16,Credit Card,Returned
16287,481,81,433,2025-06-29,Debit Card,Returned
16288,913,10,517,2025-02-26,Credit Card,Pending
16289,384,18,518,2025-03-06,Debit Card,Completed
16290,592,88,586,2025-09-16,UPI,Returned
16291,643,47,714,2024-11-03,UPI,Returned
16292,575,49,501,2024-09-05,UPI,Pending
16293,679,87,699,2024-11-29,Debit Card,Completed
16294,287,81,696,2025-09-22,Debit Card,Returned
16295,2,33,334,2025-09-27,UPI,Cancelled
16296,996,3,423,2025-06-13,Credit Card,Completed
16297,178,92,612,2025-11-25,Net Banking,Returned
16298,646,43,174,2024-08-01,Debit Card,Pending
16299,382,76,181,2024-01-27,Debit Card,Completed
16300,162,18,782,2025-01-23,Net Banking,Returned
16301,42,6,262,2024-04-24,Cash,Pending
16302,715,63,972,2025-09-03,Net Banking,Cancelled
16303,306,2,512,2025-06-16,UPI,Pending
16304,802,3,76,2025-05-24,Net Banking,Returned
16305,3,95,143,2024-01-26,Net Banking,Completed
16306,68,93,552,2025-11-06,Credit Card,Completed
16307,790,20,188,2024-04-17,Net Banking,Returned
16308,450,70,106,2024-02-06,UPI,Completed
16309,73,84,966,2024-07-14,Cash,Completed
16310,879,7,112,2024-03-16,Cash,Returned
16311,416,55,833,2025-11-10,Net Banking,Completed
16312,561,48,136,2024-12-22,Net Banking,Pending
16313,903,17,116,2025-09-19,Cash,Completed
16314,506,15,411,2025-06-01,UPI,Returned
16315,869,40,159,2024-08-24,Net Banking,Completed
16316,599,42,389,2025-11-10,UPI,Returned
16317,304,72,721,2025-11-21,UPI,Cancelled
16318,14,99,46,2025-12-13,Credit Card,Returned
16319,933,21,164,2024-09-29,Credit Card,Cancelled
16320,137,75,175,2025-01-17,Cash,Cancelled
16321,518,7,455,2025-06-21,Cash,Cancelled
16322,540,65,87,2025-10-05,Debit Card,Completed
16323,512,11,141,2024-10-28,Credit Card,Pending
16324,998,20,221,2024-12-16,Net Banking,Pending
16325,802,64,830,2024-01-12,Debit Card,Completed
16326,64,5,696,2024-09-21,Credit Card,Cancelled
16327,885,44,727,2025-01-19,Debit Card,Pending
16328,888,22,446,2025-10-03,Net Banking,Returned
16329,405,68,318,2024-02-01,Credit Card,Completed
16330,305,31,546,2024-06-05,UPI,Completed
16331,338,83,385,2025-01-11,Net Banking,Returned
16332,901,23,425,2024-03-06,Cash,Pending
16333,151,26,335,2025-07-13,Net Banking,Returned
16334,184,40,457,2024-01-02,Cash,Returned
16335,170,61,440,2024-05-30,Debit Card,Completed
16336,127,9,229,2024-11-11,Net Banking,Pending
16337,107,98,75,2024-12-02,UPI,Returned
16338,607,48,607,2024-03-02,Net Banking,Returned
16339,149,35,770,2025-10-18,Cash,Completed
16340,549,33,345,2024-01-14,Credit Card,Completed
16341,4,43,434,2024-09-20,Cash,Pending
16342,346,20,913,2025-08-08,Credit Card,Cancelled
16343,686,56,440,2024-08-02,Credit Card,Cancelled
16344,355,47,701,2024-05-27,Net Banking,Cancelled
16345,863,20,616,2025-12-25,Debit Card,Cancelled
16346,270,59,30,2025-03-29,Credit Card,Cancelled
16347,733,54,220,2024-08-29,Debit Card,Returned
16348,858,87,256,2024-07-20,Debit Card,Completed
16349,816,53,818,2024-02-19,Cash,Returned
16350,660,58,861,2025-11-20,Debit Card,Completed
16351,862,51,443,2024-04-11,Credit Card,Completed
16352,113,49,677,2024-01-08,Credit Card,Returned
16353,467,74,459,2024-09-12,Debit Card,Pending
16354,27,27,977,2024-01-18,Credit Card,Completed
16355,268,66,957,2025-09-05,Credit Card,Returned
16356,187,51,261,2024-06-15,UPI,Pending
16357,810,2,54,2024-11-01,Debit Card,Cancelled
16358,184,100,662,2025-08-28,Credit Card,Cancelled
16359,360,90,341,2024-04-09,Debit Card,Pending
16360,648,4,106,2025-01-29,Net Banking,Cancelled
16361,554,33,653,2025-11-29,Debit Card,Cancelled
16362,912,78,150,2024-08-26,UPI,Completed
16363,933,82,113,2025-05-21,Net Banking,Pending
16364,659,88,771,2024-12-26,Debit Card,Pending
16365,638,45,610,2025-07-13,Cash,Completed
16366,398,32,711,2024-07-27,Credit Card,Completed
16367,701,22,105,2024-12-28,UPI,Cancelled
16368,981,80,128,2024-08-30,Net Banking,Returned
16369,230,55,254,2024-01-21,Credit Card,Cancelled
16370,93,73,189,2024-10-05,Cash,Completed
16371,195,13,616,2024-05-26,Credit Card,Pending
16372,575,69,774,2024-02-11,Credit Card,Pending
16373,317,40,586,2025-03-04,Net Banking,Completed
16374,626,97,895,2024-10-23,Net Banking,Returned
16375,148,70,759,2024-06-25,UPI,Cancelled
16376,888,90,75,2024-04-03,Net Banking,Pending
16377,86,49,950,2024-06-26,UPI,Pending
16378,842,40,69,2025-01-27,Debit Card,Cancelled
16379,913,72,527,2025-08-19,Net Banking,Cancelled
16380,469,83,7,2025-07-03,UPI,Completed
16381,714,3,315,2025-12-14,Debit Card,Returned
16382,962,3,925,2024-10-14,Debit Card,Returned
16383,34,88,338,2024-01-12,Net Banking,Cancelled
16384,618,54,193,2024-03-30,Net Banking,Pending
16385,680,64,620,2024-09-23,UPI,Pending
16386,775,7,362,2025-07-10,Cash,Cancelled
16387,410,93,474,2025-05-04,Net Banking,Pending
16388,522,93,478,2024-12-21,Cash,Cancelled
16389,378,33,948,2025-07-14,UPI,Returned
16390,42,61,280,2024-08-11,UPI,Pending
16391,291,93,539,2024-03-05,UPI,Completed
16392,681,4,936,2024-11-30,Cash,Cancelled
16393,609,54,195,2024-10-02,Credit Card,Returned
16394,574,67,263,2025-05-14,Cash,Completed
16395,413,51,834,2024-10-26,Debit Card,Pending
16396,149,96,121,2025-08-12,Net Banking,Returned
16397,69,82,559,2024-03-17,Net Banking,Returned
16398,917,96,649,2025-04-08,Cash,Completed
16399,123,96,553,2024-03-26,Debit Card,Cancelled
16400,355,78,259,2024-07-31,Cash,Returned
16401,118,26,594,2024-11-16,Net Banking,Completed
16402,683,79,12,2025-01-31,UPI,Completed
16403,766,70,71,2024-12-23,UPI,Returned
16404,104,44,802,2024-09-21,UPI,Completed
16405,478,4,678,2024-01-06,UPI,Pending
16406,297,3,369,2025-06-18,Credit Card,Completed
16407,865,46,175,2025-12-22,Net Banking,Returned
16408,255,7,967,2024-03-19,Debit Card,Pending
16409,907,48,396,2024-11-19,Net Banking,Completed
16410,167,92,169,2025-08-14,Credit Card,Pending
16411,732,29,670,2024-02-21,Net Banking,Returned
16412,714,41,99,2024-03-27,Debit Card,Pending
16413,793,54,6,2025-12-19,UPI,Pending
16414,893,12,229,2024-06-27,Credit Card,Completed
16415,878,5,834,2025-08-21,Credit Card,Pending
16416,405,21,575,2025-07-08,Credit Card,Returned
16417,782,87,563,2025-07-24,Cash,Pending
16418,429,27,518,2024-03-18,Debit Card,Cancelled
16419,32,90,412,2024-08-16,Net Banking,Returned
16420,750,25,825,2025-08-10,UPI,Pending
16421,97,19,213,2024-02-25,Net Banking,Completed
16422,526,21,705,2024-09-18,Credit Card,Returned
16423,972,28,468,2025-09-20,UPI,Completed
16424,292,76,646,2025-01-31,Cash,Completed
16425,41,87,131,2025-08-06,Cash,Pending
16426,902,61,327,2024-07-30,Cash,Returned
16427,872,87,89,2024-07-17,Credit Card,Completed
16428,770,4,281,2024-11-07,Debit Card,Completed
16429,40,37,67,2024-09-23,Credit Card,Cancelled
16430,43,37,729,2024-05-18,Net Banking,Cancelled
16431,401,68,745,2025-03-10,Debit Card,Pending
16432,396,19,232,2024-07-11,UPI,Completed
16433,31,20,929,2024-04-07,Credit Card,Returned
16434,494,7,777,2024-12-06,Debit Card,Pending
16435,397,72,383,2024-03-21,Cash,Pending
16436,669,100,502,2025-02-08,Credit Card,Returned
16437,630,88,413,2024-09-22,Debit Card,Completed
16438,729,39,221,2024-06-28,Credit Card,Returned
16439,970,62,947,2025-07-14,Debit Card,Pending
16440,133,33,367,2025-03-17,Debit Card,Completed
16441,622,44,802,2024-04-18,Credit Card,Returned
16442,239,55,941,2024-03-16,UPI,Returned
16443,370,7,561,2025-01-04,UPI,Completed
16444,126,10,473,2025-12-19,Net Banking,Cancelled
16445,963,70,499,2025-09-24,Credit Card,Pending
16446,240,51,662,2024-02-07,Cash,Completed
16447,920,72,103,2025-08-05,UPI,Pending
16448,472,87,118,2024-04-28,Net Banking,Pending
16449,498,65,361,2024-11-21,Credit Card,Returned
16450,520,22,9,2025-03-04,Debit Card,Cancelled
